Zmienna;Jednostka miary;Kraj;Makroregion;Region;Miejsce zamieszkania;P³eæ;Wiek;Rok;Wartoœæ
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;42;2018;3996
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;43;2018;3818
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;44;2018;3688
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;45;2018;3432
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;46;2018;3459
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;47;2018;3214
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;48;2018;3157
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;49;2018;3214
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;50;2018;3058
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;51;2018;3136
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;52;2018;3134
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;53;2018;3121
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;54;2018;3140
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;55;2018;3315
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;56;2018;3253
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;57;2018;3336
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;58;2018;3481
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;59;2018;3655
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;60;2018;3814
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;61;2018;3603
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;62;2018;3691
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;63;2018;3649
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;64;2018;3551
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;65;2018;3387
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;66;2018;3306
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;67;2018;3306
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;68;2018;3114
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;69;2018;2916
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;70;2018;2807
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;71;2018;2385
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;72;2018;2098
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;73;2018;1415
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;74;2018;1486
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;75;2018;1328
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;76;2018;1223
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;77;2018;1377
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;78;2018;1254
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;79;2018;1255
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;80;2018;1130
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;81;2018;976
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;82;2018;934
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;83;2018;862
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;84;2018;693
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;85;2018;630
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;86;2018;558
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;87;2018;469
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;88;2018;389
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;89;2018;311
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;90;2018;220
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;91;2018;153
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;92;2018;111
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;93;2018;103
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;94;2018;72
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;95;2018;40
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;96;2018;34
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;97;2018;20
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;98;2018;20
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;99;2018;7
Rezydenci;osoba;Polska;PO£UDNIOWO-ZACHODNI;Opolskie;miasta;mê¿czyŸni;100 i wiêcej;2018;18
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;0;2018;4176
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;1;2018;4474
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;2;2018;4289
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;3;2018;4095
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;4;2018;4114
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;5;2018;4109
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;6;2018;4294
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;7;2018;4248
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;8;2018;4351
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;9;2018;4574
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;10;2018;4548
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;11;2018;4173
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;12;2018;3948
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;13;2018;3966
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;14;2018;3782
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;15;2018;3874
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;16;2018;3995
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;17;2018;3977
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;18;2018;4349
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;19;2018;4342
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;20;2018;4247
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;21;2018;4469
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;22;2018;4614
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;23;2018;4515
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;24;2018;4935
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;25;2018;5331
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;26;2018;5696
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;27;2018;6197
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;28;2018;6369
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;29;2018;6686
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;30;2018;6772
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;31;2018;6884
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;32;2018;7175
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;33;2018;7436
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;34;2018;7750
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;35;2018;7666
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;36;2018;7401
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;37;2018;6952
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;38;2018;7091
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;39;2018;7126
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;40;2018;6843
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;41;2018;6746
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;42;2018;6403
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;43;2018;6324
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;44;2018;5775
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;45;2018;5695
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;46;2018;5529
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;47;2018;5279
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;48;2018;4992
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;49;2018;4613
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;50;2018;4566
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;51;2018;4650
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;52;2018;4701
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;53;2018;4699
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;54;2018;5033
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;55;2018;5081
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;56;2018;5148
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;57;2018;5331
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;58;2018;5607
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;59;2018;5881
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;60;2018;5924
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;61;2018;5933
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;62;2018;5882
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;63;2018;6025
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;64;2018;5708
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;65;2018;5600
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;66;2018;5414
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;67;2018;5216
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;68;2018;4688
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;69;2018;4398
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;70;2018;4115
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;71;2018;3730
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;72;2018;3134
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;73;2018;2565
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;74;2018;2328
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;75;2018;1959
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;76;2018;1755
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;77;2018;1837
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;78;2018;1962
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;79;2018;1753
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;80;2018;1634
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;81;2018;1676
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;82;2018;1373
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;83;2018;1265
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;84;2018;1125
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;85;2018;1016
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;86;2018;908
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;87;2018;807
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;88;2018;662
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;89;2018;521
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;90;2018;404
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;91;2018;281
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;92;2018;202
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;93;2018;161
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;94;2018;110
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;95;2018;83
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;96;2018;57
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;97;2018;24
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;98;2018;18
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;99;2018;7
Rezydenci;osoba;Polska;WSCHODNI;Podkarpackie;miasta;mê¿czyŸni;100 i wiêcej;2018;17
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;0;2018;3756
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;1;2018;4048
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;2;2018;3688
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;3;2018;3524
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;4;2018;3503
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;5;2018;3215
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;6;2018;3512
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;7;2018;3433
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;8;2018;3706
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;9;2018;3790
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;10;2018;3744
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;11;2018;3448
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;12;2018;3333
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;13;2018;3187
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;14;2018;3016
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;15;2018;2993
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;16;2018;3273
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;17;2018;3426
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;18;2018;3359
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;19;2018;3415
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;20;2018;3503
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;21;2018;3808
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;22;2018;3778
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;23;2018;3834
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;24;2018;4236
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;25;2018;4715
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;26;2018;4836
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;27;2018;5230
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;28;2018;5464
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;29;2018;5487
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;30;2018;5707
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;31;2018;5654
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;32;2018;5980
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;33;2018;6226
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;34;2018;6301
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;35;2018;6384
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;36;2018;6001
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;37;2018;5543
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;38;2018;5450
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;39;2018;5482
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;40;2018;5333
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;41;2018;5130
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;42;2018;5211
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;43;2018;4918
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;44;2018;4717
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;45;2018;4625
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;46;2018;4579
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;47;2018;4369
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;48;2018;4208
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;49;2018;4076
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;50;2018;4092
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;51;2018;4074
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;52;2018;4196
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;53;2018;4165
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;54;2018;4353
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;55;2018;4377
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;56;2018;4536
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;57;2018;4564
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;58;2018;4862
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;59;2018;5017
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;60;2018;5029
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;61;2018;5234
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;62;2018;4802
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;63;2018;4571
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;64;2018;4396
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;65;2018;4029
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;66;2018;3753
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;67;2018;3587
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;68;2018;3378
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;69;2018;3041
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;70;2018;3033
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;71;2018;2494
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;72;2018;2127
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;73;2018;1791
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;74;2018;1620
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;75;2018;1561
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;76;2018;1550
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;77;2018;1455
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;78;2018;1380
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;79;2018;1315
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;80;2018;1246
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;81;2018;1175
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;82;2018;1067
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;83;2018;984
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;84;2018;836
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;85;2018;735
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;86;2018;667
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;87;2018;574
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;88;2018;522
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;89;2018;414
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;90;2018;337
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;91;2018;235
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;92;2018;173
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;93;2018;124
Rezydenci;osoba;Polska;WSCHODNI;Podlaskie;miasta;mê¿czyŸni;94;2018;87
