"Kod";"Nazwa";"Świadczenie wychowawcze";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
2010062;"Milejczyce (2)";"wydatki na świadczenia wychowawcze";"2019";964177;"zł";"";
2010072;"Nurzec-Stacja (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";184;"-";"";
2010072;"Nurzec-Stacja (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";331;"-";"";
2010072;"Nurzec-Stacja (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";420;"-";"";
2010072;"Nurzec-Stacja (2)";"wydatki na świadczenia wychowawcze";"2019";2298199;"zł";"";
2010082;"Perlejewo (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";146;"-";"";
2010082;"Perlejewo (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";256;"-";"";
2010082;"Perlejewo (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";350;"-";"";
2010082;"Perlejewo (2)";"wydatki na świadczenia wychowawcze";"2019";1882638;"zł";"";
2010092;"Siemiatycze (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";316;"-";"";
2010092;"Siemiatycze (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";534;"-";"";
2010092;"Siemiatycze (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";781;"-";"";
2010092;"Siemiatycze (2)";"wydatki na świadczenia wychowawcze";"2019";4059567;"zł";"";
2011013;"Dąbrowa Białostocka (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";653;"-";"";
2011013;"Dąbrowa Białostocka (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1107;"-";"";
2011013;"Dąbrowa Białostocka (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1436;"-";"";
2011013;"Dąbrowa Białostocka (3)";"wydatki na świadczenia wychowawcze";"2019";7898843;"zł";"";
2011022;"Janów (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";246;"-";"";
2011022;"Janów (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";458;"-";"";
2011022;"Janów (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";584;"-";"";
2011022;"Janów (2)";"wydatki na świadczenia wychowawcze";"2019";3205823;"zł";"";
2011032;"Korycin (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";206;"-";"";
2011032;"Korycin (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";390;"-";"";
2011032;"Korycin (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";515;"-";"";
2011032;"Korycin (2)";"wydatki na świadczenia wychowawcze";"2019";2781768;"zł";"";
2011043;"Krynki (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";149;"-";"";
2011043;"Krynki (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";250;"-";"";
2011043;"Krynki (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";324;"-";"";
2011043;"Krynki (3)";"wydatki na świadczenia wychowawcze";"2019";1749202;"zł";"";
2011052;"Kuźnica (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";222;"-";"";
2011052;"Kuźnica (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";379;"-";"";
2011052;"Kuźnica (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";553;"-";"";
2011052;"Kuźnica (2)";"wydatki na świadczenia wychowawcze";"2019";2839846;"zł";"";
2011062;"Nowy Dwór (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";150;"-";"";
2011062;"Nowy Dwór (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";273;"-";"";
2011062;"Nowy Dwór (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";330;"-";"";
2011062;"Nowy Dwór (2)";"wydatki na świadczenia wychowawcze";"2019";1840565;"zł";"";
2011072;"Sidra (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";180;"-";"";
2011072;"Sidra (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";334;"-";"";
2011072;"Sidra (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";454;"-";"";
2011072;"Sidra (2)";"wydatki na świadczenia wychowawcze";"2019";2404855;"zł";"";
2011083;"Sokółka (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1551;"-";"";
2011083;"Sokółka (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";2415;"-";"";
2011083;"Sokółka (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";3846;"-";"";
2011083;"Sokółka (3)";"wydatki na świadczenia wychowawcze";"2019";19027972;"zł";"";
2011093;"Suchowola (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";448;"-";"";
2011093;"Suchowola (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";847;"-";"";
2011093;"Suchowola (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1007;"-";"";
2011093;"Suchowola (3)";"wydatki na świadczenia wychowawcze";"2019";5649780;"zł";"";
2011102;"Szudziałowo (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";157;"-";"";
2011102;"Szudziałowo (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";275;"-";"";
2011102;"Szudziałowo (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";356;"-";"";
2011102;"Szudziałowo (2)";"wydatki na świadczenia wychowawcze";"2019";1927055;"zł";"";
2012012;"Bakałarzewo (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";227;"-";"";
2012012;"Bakałarzewo (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";379;"-";"";
2012012;"Bakałarzewo (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";535;"-";"";
2012012;"Bakałarzewo (2)";"wydatki na świadczenia wychowawcze";"2019";2830723;"zł";"";
2012022;"Filipów (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";305;"-";"";
2012022;"Filipów (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";548;"-";"";
2012022;"Filipów (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";733;"-";"";
2012022;"Filipów (2)";"wydatki na świadczenia wychowawcze";"2019";3891548;"zł";"";
2012032;"Jeleniewo (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";243;"-";"";
2012032;"Jeleniewo (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";440;"-";"";
2012032;"Jeleniewo (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";591;"-";"";
2012032;"Jeleniewo (2)";"wydatki na świadczenia wychowawcze";"2019";3137382;"zł";"";
2012042;"Przerośl (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";222;"-";"";
2012042;"Przerośl (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";388;"-";"";
2012042;"Przerośl (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";492;"-";"";
2012042;"Przerośl (2)";"wydatki na świadczenia wychowawcze";"2019";2738889;"zł";"";
2012052;"Raczki (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";407;"-";"";
2012052;"Raczki (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";723;"-";"";
2012052;"Raczki (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1024;"-";"";
2012052;"Raczki (2)";"wydatki na świadczenia wychowawcze";"2019";5392669;"zł";"";
2012062;"Rutka-Tartak (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";177;"-";"";
2012062;"Rutka-Tartak (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";330;"-";"";
2012062;"Rutka-Tartak (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";401;"-";"";
2012062;"Rutka-Tartak (2)";"wydatki na świadczenia wychowawcze";"2019";2233960;"zł";"";
2012072;"Suwałki (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";559;"-";"";
2012072;"Suwałki (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";880;"-";"";
2012072;"Suwałki (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1323;"-";"";
2012072;"Suwałki (2)";"wydatki na świadczenia wychowawcze";"2019";7065480;"zł";"";
2012082;"Szypliszki (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";292;"-";"";
2012082;"Szypliszki (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";511;"-";"";
2012082;"Szypliszki (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";665;"-";"";
2012082;"Szypliszki (2)";"wydatki na świadczenia wychowawcze";"2019";3619166;"zł";"";
2012092;"Wiżajny (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";160;"-";"";
2012092;"Wiżajny (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";298;"-";"";
2012092;"Wiżajny (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";366;"-";"";
2012092;"Wiżajny (2)";"wydatki na świadczenia wychowawcze";"2019";1999145;"zł";"";
2013011;"Wysokie Mazowieckie (1)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";637;"-";"";
2013011;"Wysokie Mazowieckie (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";895;"-";"";
2013011;"Wysokie Mazowieckie (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1523;"-";"";
2013011;"Wysokie Mazowieckie (1)";"wydatki na świadczenia wychowawcze";"2019";7771378;"zł";"";
2013023;"Ciechanowiec (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";499;"-";"";
2013023;"Ciechanowiec (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";841;"-";"";
2013023;"Ciechanowiec (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1058;"-";"";
2013023;"Ciechanowiec (3)";"wydatki na świadczenia wychowawcze";"2019";5950247;"zł";"";
2013033;"Czyżew (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";451;"-";"";
2013033;"Czyżew (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";749;"-";"";
2013033;"Czyżew (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1166;"-";"";
2013033;"Czyżew (3)";"wydatki na świadczenia wychowawcze";"2019";5879644;"zł";"";
2013042;"Klukowo (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";294;"-";"";
2013042;"Klukowo (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";553;"-";"";
2013042;"Klukowo (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";721;"-";"";
2013042;"Klukowo (2)";"wydatki na świadczenia wychowawcze";"2019";3904773;"zł";"";
2013052;"Kobylin-Borzymy (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";205;"-";"";
2013052;"Kobylin-Borzymy (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";376;"-";"";
2013052;"Kobylin-Borzymy (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";451;"-";"";
2013052;"Kobylin-Borzymy (2)";"wydatki na świadczenia wychowawcze";"2019";2523607;"zł";"";
2013062;"Kulesze Kościelne (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";215;"-";"";
2013062;"Kulesze Kościelne (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";425;"-";"";
2013062;"Kulesze Kościelne (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";537;"-";"";
2013062;"Kulesze Kościelne (2)";"wydatki na świadczenia wychowawcze";"2019";2927151;"zł";"";
2013072;"Nowe Piekuty (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";259;"-";"";
2013072;"Nowe Piekuty (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";458;"-";"";
2013072;"Nowe Piekuty (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";614;"-";"";
2013072;"Nowe Piekuty (2)";"wydatki na świadczenia wychowawcze";"2019";3305516;"zł";"";
2013082;"Sokoły (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";378;"-";"";
2013082;"Sokoły (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";685;"-";"";
2013082;"Sokoły (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";938;"-";"";
2013082;"Sokoły (2)";"wydatki na świadczenia wychowawcze";"2019";4950492;"zł";"";
2013093;"Szepietowo (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";500;"-";"";
2013093;"Szepietowo (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";796;"-";"";
2013093;"Szepietowo (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1140;"-";"";
2013093;"Szepietowo (3)";"wydatki na świadczenia wychowawcze";"2019";5998706;"zł";"";
2013102;"Wysokie Mazowieckie (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";420;"-";"";
2013102;"Wysokie Mazowieckie (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";708;"-";"";
2013102;"Wysokie Mazowieckie (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1067;"-";"";
2013102;"Wysokie Mazowieckie (2)";"wydatki na świadczenia wychowawcze";"2019";5424318;"zł";"";
2014011;"Zambrów (1)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1375;"-";"";
2014011;"Zambrów (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";2172;"-";"";
2014011;"Zambrów (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";3330;"-";"";
2014011;"Zambrów (1)";"wydatki na świadczenia wychowawcze";"2019";16782948;"zł";"";
2014022;"Kołaki Kościelne (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";162;"-";"";
2014022;"Kołaki Kościelne (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";278;"-";"";
2014022;"Kołaki Kościelne (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";362;"-";"";
2014022;"Kołaki Kościelne (2)";"wydatki na świadczenia wychowawcze";"2019";1977454;"zł";"";
2014032;"Rutki (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";378;"-";"";
2014032;"Rutki (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";699;"-";"";
2014032;"Rutki (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";853;"-";"";
2014032;"Rutki (2)";"wydatki na świadczenia wychowawcze";"2019";4820397;"zł";"";
2014042;"Szumowo (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";358;"-";"";
2014042;"Szumowo (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";604;"-";"";
2014042;"Szumowo (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";830;"-";"";
2014042;"Szumowo (2)";"wydatki na świadczenia wychowawcze";"2019";4454334;"zł";"";
2014052;"Zambrów (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";647;"-";"";
2014052;"Zambrów (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1076;"-";"";
2014052;"Zambrów (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1477;"-";"";
2014052;"Zambrów (2)";"wydatki na świadczenia wychowawcze";"2019";7998738;"zł";"";
2061011;"Białystok (1)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";18049;"-";"";
2061011;"Białystok (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";25413;"-";"";
2061011;"Białystok (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";46491;"-";"";
2061011;"Białystok (1)";"wydatki na świadczenia wychowawcze";"2019";227673446;"zł";"";
2062011;"Łomża (1)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";3874;"-";"";
2062011;"Łomża (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";5840;"-";"";
2062011;"Łomża (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";9388;"-";"";
2062011;"Łomża (1)";"wydatki na świadczenia wychowawcze";"2019";48112560;"zł";"";
2063011;"Suwałki (1)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";4534;"-";"";
2063011;"Suwałki (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";7005;"-";"";
2063011;"Suwałki (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";11887;"-";"";
2063011;"Suwałki (1)";"wydatki na świadczenia wychowawcze";"2019";58437600;"zł";"";
2201012;"Borzytuchom (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";250;"-";"";
2201012;"Borzytuchom (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";459;"-";"";
2201012;"Borzytuchom (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";678;"-";"";
2201012;"Borzytuchom (2)";"wydatki na świadczenia wychowawcze";"2019";3612308;"zł";"";
2201023;"Bytów (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1843;"-";"";
2201023;"Bytów (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";2928;"-";"";
2201023;"Bytów (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";4820;"-";"";
